1162039118      4000         3
                                                       Input3(f)
                                                                
                       Input3(f)                                
       401                4096         1         2      4096                   1         0
  0.00000000000000e+000  1.00000000000000e+000  1.00000000000000e+001  1.00000000000000e+000         0
         0      4096         1         0
        18         0         0         0         0         2  1.50000000000000e+001  1.00119554981692e+000
         0
         8         0         0         0         1         1  0.00000000000000e+000  1.00000000000000e+000
         0
         0         0         0         0         0         1  0.00000000000000e+000  1.00000000000000e+000
         0
         0         0        35
      2000         1                               0
      2001         1                               0
      2002         2                  0.0000000e+000
      2003         2                  0.0000000e+000
      2004         1                               0
      2005         1                               1
      2006         1                               0
      2007         1                               0
      2008         2                  0.0000000e+000
      2009         2                  0.0000000e+000
      2010         2                  1.0000000e+000
      2011         2                  1.0000000e+000
      2012         2                  1.0000000e+000
      2013         2                  0.0000000e+000
      2014         2                  0.0000000e+000
      2015         2                  0.0000000e+000
      2016         2                  0.0000000e+000
      2017         3                        10485588
      2018         1                               0
      2019         1                               1
      2020         1                             102
      2021         1                               0
      2022         1                               0
      2023         1                               0
      2024         1                               0
      2025         1                               0
      2026         2                  0.0000000e+000
      2027         2                  0.0000000e+000
      2028         2                  0.0000000e+000
      2029         2                  0.0000000e+000
      2030         2                  4.0000000e+000
      2031         2                  1.0000000e+000
      2032         2                  2.0000000e+003
      2033         2                  2.9399988e+001
      2034         1                              12
 1.5000000E+001	 5.0995909E-006
 1.5017933E+001	 5.0610806E-006
 1.5035888E+001	 4.1176881E-006
 1.5053864E+001	 2.9593257E-006
 1.5071861E+001	 1.9311988E-006
 1.5089881E+001	 1.8534053E-006
 1.5107922E+001	 2.1321439E-006
 1.5125984E+001	 2.7835870E-006
 1.5144068E+001	 3.3811029E-006
 1.5162173E+001	 3.2951355E-006
 1.5180301E+001	 3.4310522E-006
 1.5198449E+001	 3.3492661E-006
 1.5216619E+001	 3.7063614E-006
 1.5234812E+001	 4.5575798E-006
 1.5253026E+001	 4.3907885E-006
 1.5271261E+001	 3.7145883E-006
 1.5289519E+001	 2.9247778E-006
 1.5307798E+001	 2.8098557E-006
 1.5326099E+001	 3.1154148E-006
 1.5344423E+001	 3.2759888E-006
 1.5362768E+001	 3.7474958E-006
 1.5381135E+001	 4.0847544E-006
 1.5399524E+001	 4.0277746E-006
 1.5417934E+001	 3.7449552E-006
 1.5436368E+001	 3.5076171E-006
 1.5454823E+001	 3.6995805E-006
 1.5473300E+001	 3.6229362E-006
 1.5491798E+001	 3.4101768E-006
 1.5510320E+001	 2.7312562E-006
 1.5528863E+001	 2.2779539E-006
 1.5547429E+001	 2.0621978E-006
 1.5566016E+001	 2.1829189E-006
 1.5584626E+001	 2.5795252E-006
 1.5603259E+001	 2.9921973E-006
 1.5621913E+001	 3.2428145E-006
 1.5640590E+001	 3.1292809E-006
 1.5659289E+001	 2.6353518E-006
 1.5678010E+001	 2.5845732E-006
 1.5696754E+001	 3.2647215E-006
 1.5715521E+001	 4.1525650E-006
 1.5734309E+001	 4.1822827E-006
 1.5753120E+001	 3.5008591E-006
 1.5771954E+001	 3.1530378E-006
 1.5790811E+001	 3.0292449E-006
 1.5809689E+001	 3.5367357E-006
 1.5828590E+001	 3.9851684E-006
 1.5847514E+001	 4.1541739E-006
 1.5866461E+001	 3.9372694E-006
 1.5885429E+001	 3.5828482E-006
 1.5904422E+001	 3.6260337E-006
 1.5923436E+001	 4.0800578E-006
 1.5942473E+001	 4.5657657E-006
 1.5961534E+001	 4.1212011E-006
 1.5980617E+001	 3.8856347E-006
 1.5999722E+001	 3.3557553E-006
 1.6018850E+001	 2.8765644E-006
 1.6038002E+001	 3.0923409E-006
 1.6057177E+001	 3.9706088E-006
 1.6076372E+001	 4.3446321E-006
 1.6095592E+001	 4.5993165E-006
 1.6114836E+001	 4.4020421E-006
 1.6134102E+001	 4.6684531E-006
 1.6153391E+001	 5.3000690E-006
 1.6172703E+001	 5.0770418E-006
 1.6192039E+001	 3.9864690E-006
 1.6211397E+001	 3.2496969E-006
 1.6230778E+001	 3.5017033E-006
 1.6250183E+001	 3.4857330E-006
 1.6269611E+001	 3.4031548E-006
 1.6289063E+001	 3.6307899E-006
 1.6308537E+001	 3.5213095E-006
 1.6328035E+001	 3.4879893E-006
 1.6347555E+001	 3.7786747E-006
 1.6367100E+001	 3.7910936E-006
 1.6386667E+001	 3.9208085E-006
 1.6406258E+001	 4.2976521E-006
 1.6425873E+001	 4.2893034E-006
 1.6445511E+001	 3.8553717E-006
 1.6465172E+001	 3.8189414E-006
 1.6484858E+001	 3.7610173E-006
 1.6504566E+001	 4.0174000E-006
 1.6524298E+001	 3.4829447E-006
 1.6544054E+001	 3.6362617E-006
 1.6563833E+001	 3.9359707E-006
 1.6583635E+001	 3.9351580E-006
 1.6603462E+001	 3.6033091E-006
 1.6623312E+001	 3.2009102E-006
 1.6643187E+001	 3.3200988E-006
 1.6663084E+001	 3.2734633E-006
 1.6683006E+001	 3.9158767E-006
 1.6702951E+001	 4.1735220E-006
 1.6722919E+001	 3.6575555E-006
 1.6742914E+001	 2.9158709E-006
 1.6762930E+001	 2.7465003E-006
 1.6782970E+001	 3.8571370E-006
 1.6803036E+001	 4.4093758E-006
 1.6823126E+001	 4.3086379E-006
 1.6843239E+001	 3.9047386E-006
 1.6863375E+001	 3.9753545E-006
 1.6883535E+001	 3.9898910E-006
 1.6903721E+001	 3.9043034E-006
 1.6923931E+001	 4.1065650E-006
 1.6944164E+001	 4.0308437E-006
 1.6964420E+001	 3.7998402E-006
 1.6984703E+001	 4.4477270E-006
 1.7005009E+001	 4.6127070E-006
 1.7025339E+001	 4.6393939E-006
 1.7045694E+001	 4.3163132E-006
 1.7066072E+001	 4.8065053E-006
 1.7086477E+001	 4.9478840E-006
 1.7106905E+001	 4.5797033E-006
 1.7127356E+001	 3.9802439E-006
 1.7147833E+001	 3.5992434E-006
 1.7168333E+001	 3.4456118E-006
 1.7188860E+001	 3.5077396E-006
 1.7209410E+001	 4.3163923E-006
 1.7229984E+001	 4.8545121E-006
 1.7250584E+001	 5.1003331E-006
 1.7271208E+001	 4.5226443E-006
 1.7291857E+001	 4.5810493E-006
 1.7312529E+001	 4.4965145E-006
 1.7333227E+001	 4.2061356E-006
 1.7353951E+001	 4.1816602E-006
 1.7374699E+001	 4.2158626E-006
 1.7395470E+001	 4.0765121E-006
 1.7416267E+001	 3.8066860E-006
 1.7437090E+001	 3.3419822E-006
 1.7457935E+001	 3.6961010E-006
 1.7478807E+001	 4.5642278E-006
 1.7499704E+001	 4.9000682E-006
 1.7520626E+001	 4.7543404E-006
 1.7541573E+001	 4.3243504E-006
 1.7562546E+001	 4.9359246E-006
 1.7583542E+001	 5.0834651E-006
 1.7604565E+001	 4.5152378E-006
 1.7625610E+001	 3.7765669E-006
 1.7646683E+001	 4.0551881E-006
 1.7667782E+001	 3.9783167E-006
 1.7688904E+001	 4.0993568E-006
 1.7710052E+001	 4.2448687E-006
 1.7731224E+001	 4.8821362E-006
 1.7752424E+001	 5.3650506E-006
 1.7773647E+001	 4.9461737E-006
 1.7794897E+001	 4.4224407E-006
 1.7816172E+001	 4.5326933E-006
 1.7837471E+001	 4.7050453E-006
 1.7858797E+001	 4.7245703E-006
 1.7880148E+001	 4.3102868E-006
 1.7901525E+001	 4.0008408E-006
